0,2.8,3.9
0,2.8,6.7
0,2.8,9.5
0,2.8,12.3
0,2.8,15.1
0,2.8,17.9
0,5.6,3.9
0,5.6,6.7
0,5.6,9.5
0,5.6,12.3
0,5.6,15.1
0,5.6,17.9
0,8.4,3.9
0,8.4,6.7
0,8.4,9.5
0,8.4,12.3
0,8.4,15.1
0,8.4,17.9
0,11.2,3.9
0,11.2,6.7
0,11.2,9.5
0,11.2,12.3
0,11.2,15.1
0,11.2,17.9
0,14,3.9
0,14,6.7
0,14,9.5
0,14,12.3
0,14,15.1
0,14,17.9
0,16.8,3.9
0,16.8,6.7
0,16.8,9.5
0,16.8,12.3
0,16.8,15.1
0,16.8,17.9
0,19.6,3.9
0,19.6,6.7
0,19.6,9.5
0,19.6,12.3
0,19.6,15.1
0,19.6,17.9
0,22.4,3.9
0,22.4,6.7
0,22.4,9.5
0,22.4,12.3
0,22.4,15.1
0,22.4,17.9
3.9,2.8,0
6.7,2.8,0
9.5,2.8,0
12.3,2.8,0
15.1,2.8,0
17.9,2.8,0
3.9,5.6,0
6.7,5.6,0
9.5,5.6,0
12.3,5.6,0
15.1,5.6,0
17.9,5.6,0
3.9,8.4,0
6.7,8.4,0
9.5,8.4,0
12.3,8.4,0
15.1,8.4,0
17.9,8.4,0
3.9,11.2,0
6.7,11.2,0
9.5,11.2,0
12.3,11.2,0
15.1,11.2,0
17.9,11.2,0
3.9,14,0
6.7,14,0
9.5,14,0
12.3,14,0
15.1,14,0
17.9,14,0
3.9,16.8,0
6.7,16.8,0
9.5,16.8,0
12.3,16.8,0
15.1,16.8,0
17.9,16.8,0
3.9,19.6,0
6.7,19.6,0
9.5,19.6,0
12.3,19.6,0
15.1,19.6,0
17.9,19.6,0
3.9,22.4,0
6.7,22.4,0
9.5,22.4,0
12.3,22.4,0
15.1,22.4,0
17.9,22.4,0
